ID,Name,Description,Abstraction,Likelihood Of Attack,Status,Redundant_Of_Category,Binary_Noisy,Typical Severity,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text,description_length_chars
1190,Dummy Breach C17,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,BWOIYHSL,leaajaljsr,122
311,Synthetic Exploit E16,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,IMLD41QS,exnntjhzap,99
682,Generic Compromise A8,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Gamma,FALSE,Critical,,,Y3CH71GE,scxfyvqxvm,108
667,Fake Overflow C15,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,High,,,N7F3L6YO,lcgfixfhzo,125
14,Generic Compromise E0,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Low,,,BHHH15XL,fevyvonrpy,120
190,Trial Hijack F19,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,992S31RX,bvpfbrddul,113
1113,Synthetic Exploit D1,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,8BRPLG2J,muzaiqyqba,118
534,Mock Injection C14,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,Y71DGP3K,vittbmpjif,115
1101,Demo Spoofing B17-1,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,BQ8ZI2Z5,hhbyjlkruh,114
114,Placeholder Attack F6,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,High,,,70UBZHZP,xaowanfxtp,114
295,Test Escalation C3,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Critical,Evento raro B,,3L7E3PIL,sjxxckmecr,120
595,Generic Compromise C7,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,BU50K5P2,skcosnpkhu,115
1170,Demo Spoofing B9,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,XF41XMS3,peieamfctv,121
901,Dummy Breach D0,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,FALSE,High,,,FLFWWGJG,bqsxczqiuq,116
371,Fake Overflow A19,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Delta,TRUE,High,,,SV8KALR1,ktgtjyhsys,106
570,Fake Overflow F8,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,YCP7KDZ6,ulfrinsznv,116
695,Sample Bypass A16,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,High,Evento raro C,,586527PH,aaclzeggul,121
907,Sample Bypass E15,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,L1MT46Z3,hricspchqe,122
345,Placeholder Attack E16,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,0IO70NT7,bqoesstcmh,116
201,Mock Injection E8-1,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,NI6J1W0G,owtflmzyew,123
550,Synthetic Exploit F18-1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,09YA7V96,hiurzfkrby,123
1151,Synthetic Exploit E17,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,,,,HGJ89GYX,ucyaxzjysh,117
501,Generic Compromise A11,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,2NV826G6,uonygozogb,120
405,Dummy Breach D14,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,F4M5OF6A,xdwbmosmco,121
975,Trial Hijack C16-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,Q3VWOJ1S,gogdrxggec,117
1063,Demo Spoofing D19,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,NM6L39XB,ztfaovkyxx,114
250,Mock Injection C13,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,0HJLVVAF,vrafhcvgrl,116
953,Dummy Breach F1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,7MAMU0B3,xolvjnrocn,111
797,Mock Injection E15,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,W7E8O9UX,lgklevgsxj,104
238,Generic Compromise F11,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,,,,9GIBCAL3,bspsrbwmvg,112
234,Fake Overflow D14,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,O9UWNBA3,vmbmtyifmw,119
529,Generic Compromise E15,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,6I8QQJ42,qfisqowfnj,113
468,Mock Injection D0,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,ZSGQAI2L,eskotepazm,116
1059,Trial Hijack E4,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,Valor excepcional,JMPLOYXN,yfhlvupjae,108
619,Sample Bypass E12,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,,,,IF1OTRIH,dvthumggka,122
208,Synthetic Exploit F0-1,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,,,,TFK4JO9D,difwsbojga,114
317,Synthetic Exploit D2,Caso ficticio generado para evaluar un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,XVZS8J9G,gepzkdsodn,125
882,Synthetic Exploit A9,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Low,,Valor excepcional,SMOXJYS9,rgsckwapnx,124
1045,Generic Compromise C4-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,4OOA947B,epywsttqsx,107
572,Fake Overflow F16,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,10GTSN2B,vyjbvavzrz,104
409,Demo Spoofing A2-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,FGZBSQU0,efdnpqzsxc,116
97,Placeholder Attack C1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Low,,,YM9JKQOY,mawvolnnyj,120
1030,Test Escalation A13,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Low,,,B836YZF2,thwjzfywji,114
474,Fake Overflow D5,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,JDADLL1S,gfdtsmsthh,116
121,Mock Injection A12,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Critical,,,IK4DQA2S,rbnbagwuhv,113
537,Test Escalation B0,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,,,,FG1XYABP,thtdbnoevd,123
873,Sample Bypass B3,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,XRQ8ECIN,chesutrtwu,116
399,Mock Injection F4,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,OVR4PGY2,gvjcakuidx,113
500,Placeholder Attack D12,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,Evento raro C,,TJ1C7S5N,acwngbpmoh,108
188,Trial Hijack A16,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,,,,YATPYIQE,riphmrtzii,113
448,Demo Spoofing B4,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,TRUE,Low,,,PYIIW21F,pwchyuuudg,108
586,Placeholder Attack F5-1,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,V9PDT0J7,qfxxqyrjsl,122
102,Fake Overflow E12,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,High,,,9VPMHH60,cfhmuacnjc,108
1003,Trial Hijack A16-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,J6V8LC39,rzpcxvlqax,110
839,Demo Spoofing C9,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,Evento raro C,,0OR4DN84,zeitugyosk,124
556,Generic Compromise F19,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,ITXL5Y1O,ujqwarfpgq,116
442,Synthetic Exploit C5,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,L6CAP9UO,erkebqbcgd,113
69,Trial Hijack F9-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Rare2,Standard,Delta,FALSE,,,,B6PPHXR3,emfwxfknwr,124
30,Test Escalation F16,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,HC65V7ZC,urduvddrka,119
177,Trial Hijack C17,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,HHFTJH2O,hrsccrxcza,124
746,Demo Spoofing D5,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,FALSE,Low,,,40TNA5LH,gabeatqopu,99
410,Sample Bypass A15,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,ONWS5C2G,eyrvuuhavc,116
374,Demo Spoofing B17,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,1CY7XZCK,laptodrzvf,121
794,Sample Bypass A2,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,GZQG9G77,nipktsqzua,113
1035,Synthetic Exploit C15,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,N4APABIZ,ytevtfenaz,113
1168,Placeholder Attack E15,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Beta,TRUE,,Evento raro A,,27OEYZDA,rwwindpqbv,113
330,Generic Compromise D3,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,QKIP68P3,ghuejreqhl,117
196,Trial Hijack C9,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,,,,HZTR9VNQ,lldoodknsz,113
1060,Mock Injection F17,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,3PS7P6UQ,kgwogjmvpo,112
711,Placeholder Attack D19,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Low,,,TCHMIU20,sphzbmykoh,118
74,Synthetic Exploit B13,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,OH2Q1G7G,jffnarfjjt,113
1100,Test Escalation C19-1,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Rare3,Standard,Alpha,TRUE,Low,,,PYKWZALD,wugyizptvq,119
423,Mock Injection F16-1,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,E9IGKDYL,ulifihyqje,113
948,Sample Bypass D6,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,GUKEOV2N,wedbgvhvsb,115
111,Synthetic Exploit A0,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,06LZG9G4,kvgvffrgjb,116
487,Demo Spoofing F2,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,,,,0KP9706O,xmifpxrcgm,111
1066,Mock Injection C2,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Rare3,Standard,Gamma,TRUE,Critical,,,XYKRE869,edvzetkdqy,116
742,Fake Overflow D12,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,GZ5SA2QM,cpvdtduvxt,106
